vibration,temperature,gas,status,label,severity
0.0,24.955,0.0352,normal operation,0,0
9.0,24.802,0.0375,normal operation,0,0
0.0,24.938,0.0496,normal operation,0,0
0.0,24.658,0.0495,normal operation,0,0
8.8,24.637,0.0315,normal operation,0,0
3.5,24.87,0.0097,normal operation,0,0
5.7,25.005,0.0483,normal operation,0,0
15.6,25.008,0.0135,normal operation,0,0
6.8,24.873,0.0263,normal operation,0,0
7.7,24.866,0.0512,normal operation,0,0
8.4,24.691,0.0551,normal operation,0,0
5.1,24.866,0.0622,normal operation,0,0
2.6,24.919,0.0271,normal operation,0,0
0.0,24.972,0.0149,normal operation,0,0
0.1,24.754,0.0072,normal operation,0,0
0.0,24.909,0.0399,normal operation,0,0
0.0,24.689,0.0521,normal operation,0,0
0.8,24.69,0.0348,normal operation,0,0
13.4,24.732,0.0476,normal operation,0,0
10.5,24.704,0.0141,normal operation,0,0
13.0,24.907,0.0166,normal operation,0,0
0.0,24.746,0.0145,normal operation,0,0
4.6,25.024,0.0253,normal operation,0,0
0.0,24.934,0.0456,normal operation,0,0
8.9,24.681,0.0621,normal operation,0,0
12.5,24.629,0.0275,normal operation,0,0
14.4,25.012,0.0345,normal operation,0,0
6.8,24.497,0.0231,normal operation,0,0
0.0,25.075,0.0262,normal operation,0,0
8.0,24.987,0.0636,normal operation,0,0
2.2,24.858,0.0301,normal operation,0,0
4.1,24.681,0.0074,normal operation,0,0
0.0,24.839,0.0431,normal operation,0,0
2.9,25.19,0.0469,normal operation,0,0
9.8,24.884,0.041,normal operation,0,0
7.5,24.531,0.0491,normal operation,0,0
0.0,24.641,0.0628,normal operation,0,0
7.5,24.844,0.0295,normal operation,0,0
11.9,24.972,0.0553,normal operation,0,0
12.1,24.922,0.0472,normal operation,0,0
3.2,24.871,0.0245,normal operation,0,0
0.0,24.827,0.021,normal operation,0,0
0.0,25.007,0.0849,normal operation,0,0
0.0,25.004,0.0199,normal operation,0,0
0.0,24.896,0.0289,normal operation,0,0
10.5,24.837,0.0743,normal operation,0,0
16.8,24.79,0.0559,normal operation,0,0
5.3,24.975,0.012,normal operation,0,0
0.0,24.929,0.0356,normal operation,0,0
20.7,24.475,0.0256,normal operation,0,0
0.0,24.641,0.0316,normal operation,0,0
2.1,25.075,0.0437,normal operation,0,0
7.3,24.672,0.0158,normal operation,0,0
9.4,24.742,0.0521,normal operation,0,0
18.0,24.894,0.0438,normal operation,0,0
9.1,25.061,0.0514,normal operation,0,0
0.0,24.532,0.0139,normal operation,0,0
18.0,24.723,0.0312,normal operation,0,0
16.3,24.574,0.0463,normal operation,0,0
19.3,24.716,0.046,normal operation,0,0
6.2,24.786,0.0368,normal operation,0,0
18.1,24.596,0.0334,normal operation,0,0
0.0,24.909,0.005,normal operation,0,0
7.9,24.71,0.0155,normal operation,0,0
14.2,24.776,0.0312,normal operation,0,0
0.0,25.012,0.0187,normal operation,0,0
7.5,25.056,0.0545,normal operation,0,0
0.0,24.866,0.0207,normal operation,0,0
0.0,24.863,0.0439,normal operation,0,0
17.4,24.736,0.0143,normal operation,0,0
17.4,25.256,0.0564,normal operation,0,0
7.1,24.557,0.005,normal operation,0,0
0.0,24.928,0.0495,normal operation,0,0
6.1,24.979,0.0467,normal operation,0,0
1.1,24.919,0.027,normal operation,0,0
0.0,24.925,0.0224,normal operation,0,0
0.0,24.83,0.0413,normal operation,0,0
16.6,24.799,0.013,normal operation,0,0
0.0,24.925,0.0199,normal operation,0,0
10.4,24.964,0.0238,normal operation,0,0
2.8,24.634,0.0485,normal operation,0,0
0.0,24.928,0.0481,normal operation,0,0
6.8,24.896,0.0548,normal operation,0,0
2.5,24.868,0.0466,normal operation,0,0
15.3,24.786,0.0401,normal operation,0,0
0.0,24.973,0.0533,normal operation,0,0
5.9,25.087,0.0321,normal operation,0,0
5.2,24.8,0.0227,normal operation,0,0
3.1,24.853,0.025,normal operation,0,0
16.4,24.884,0.0611,normal operation,0,0
5.0,24.759,0.0456,normal operation,0,0
16.8,24.845,0.0473,normal operation,0,0
0.3,24.934,0.0527,normal operation,0,0
9.1,24.855,0.0224,normal operation,0,0
5.0,24.677,0.017,normal operation,0,0
1.6,24.864,0.0644,normal operation,0,0
6.3,24.948,0.0331,normal operation,0,0
5.1,24.901,0.0651,normal operation,0,0
6.9,24.922,0.05,normal operation,0,0
0.0,24.919,0.0241,normal operation,0,0
0.0,24.829,0.0408,normal operation,0,0
2.7,24.748,0.0109,normal operation,0,0
6.3,24.606,0.0433,normal operation,0,0
6.6,24.8,0.0357,normal operation,0,0
0.0,24.735,0.0075,normal operation,0,0
0.0,24.807,0.0284,normal operation,0,0
1.8,24.718,0.0253,normal operation,0,0
0.0,24.83,0.0397,normal operation,0,0
8.1,25.1,0.0436,normal operation,0,0
3.6,24.813,0.0142,normal operation,0,0
18.5,24.85,0.0281,normal operation,0,0
10.6,24.799,0.0396,normal operation,0,0
4.0,25.139,0.0541,normal operation,0,0
0.0,24.732,0.0278,normal operation,0,0
4.3,25.054,0.0459,normal operation,0,0
7.6,24.677,0.0489,normal operation,0,0
11.0,24.745,0.0317,normal operation,0,0
1.1,24.959,0.0132,normal operation,0,0
6.5,24.909,0.0435,normal operation,0,0
10.7,24.785,0.0554,normal operation,0,0
0.0,24.902,0.0324,normal operation,0,0
12.9,24.923,0.0275,normal operation,0,0
6.7,24.641,0.0129,normal operation,0,0
4.5,24.837,0.0172,normal operation,0,0
17.1,24.741,0.0408,normal operation,0,0
16.6,24.843,0.046,normal operation,0,0
14.3,24.895,0.0368,normal operation,0,0
2.9,25.065,0.0491,normal operation,0,0
8.4,25.194,0.0207,normal operation,0,0
4.1,24.754,0.0401,normal operation,0,0
13.8,24.761,0.0251,normal operation,0,0
6.5,24.921,0.0374,normal operation,0,0
2.2,25.017,0.0381,normal operation,0,0
11.7,24.804,0.0254,normal operation,0,0
0.0,24.646,0.0282,normal operation,0,0
12.2,24.808,0.0608,normal operation,0,0
9.6,24.847,0.0496,normal operation,0,0
2.8,24.797,0.0316,normal operation,0,0
0.0,24.716,0.0372,normal operation,0,0
0.4,24.703,0.0424,normal operation,0,0
1.6,24.967,0.0428,normal operation,0,0
5.2,24.862,0.0439,normal operation,0,0
0.0,24.837,0.0392,normal operation,0,0
1.4,24.654,0.0449,normal operation,0,0
4.1,24.916,0.0197,normal operation,0,0
0.0,24.858,0.048,normal operation,0,0
8.6,24.51,0.025,normal operation,0,0
7.9,24.811,0.033,normal operation,0,0
13.9,24.877,0.0435,normal operation,0,0
7.3,24.997,0.0493,normal operation,0,0
13.8,24.896,0.0383,normal operation,0,0
13.9,24.978,0.0053,normal operation,0,0
8.3,24.716,0.0608,normal operation,0,0
6.7,24.669,0.0601,normal operation,0,0
0.0,24.858,0.0487,normal operation,0,0
8.4,24.882,0.0176,normal operation,0,0
6.9,24.887,0.0504,normal operation,0,0
7.2,24.652,0.0182,normal operation,0,0
2.7,24.671,0.0199,normal operation,0,0
9.0,24.742,0.034,normal operation,0,0
4.3,24.958,0.0262,normal operation,0,0
7.6,24.841,0.0275,normal operation,0,0
14.2,24.874,0.0351,normal operation,0,0
0.0,24.737,0.0174,normal operation,0,0
16.7,24.733,0.0486,normal operation,0,0
0.0,24.828,0.014,normal operation,0,0
7.9,24.956,0.0287,normal operation,0,0
0.0,24.702,0.0173,normal operation,0,0
24.8,24.648,0.0071,normal operation,0,0
0.0,24.976,0.0377,normal operation,0,0
5.5,24.915,0.0281,normal operation,0,0
0.0,24.932,0.0288,normal operation,0,0
0.0,24.834,0.0329,normal operation,0,0
0.9,24.968,0.0526,normal operation,0,0
11.9,24.84,0.0348,normal operation,0,0
8.8,24.651,0.0332,normal operation,0,0
14.0,24.977,0.0508,normal operation,0,0
8.5,24.904,0.0434,normal operation,0,0
0.0,24.919,0.0314,normal operation,0,0
3.6,25.059,0.0404,normal operation,0,0
0.1,24.979,0.0348,normal operation,0,0
14.6,24.82,0.0448,normal operation,0,0
16.7,24.68,0.0388,normal operation,0,0
4.1,24.465,0.0346,normal operation,0,0
12.4,24.613,0.0426,normal operation,0,0
0.0,24.799,0.0431,normal operation,0,0
3.7,24.742,0.0493,normal operation,0,0
4.8,24.914,0.0348,normal operation,0,0
6.1,25.255,0.0281,normal operation,0,0
0.0,25.143,0.0594,normal operation,0,0
0.5,24.702,0.0269,normal operation,0,0
0.0,24.884,0.0369,normal operation,0,0
9.9,24.864,0.0557,normal operation,0,0
0.0,24.465,0.0435,normal operation,0,0
5.5,24.758,0.0093,normal operation,0,0
2.8,24.752,0.0434,normal operation,0,0
8.4,24.784,0.0325,normal operation,0,0
11.7,25.022,0.0406,normal operation,0,0
13.0,24.802,0.0335,normal operation,0,0
7.3,24.824,0.0565,normal operation,0,0
9.4,24.845,0.055,normal operation,0,0
10.5,24.989,0.0478,normal operation,0,0
11.9,24.87,0.025,normal operation,0,0
4.9,24.872,0.0379,normal operation,0,0
5.9,25.051,0.0258,normal operation,0,0
4.5,24.891,0.0448,normal operation,0,0
0.0,25.008,0.046,normal operation,0,0
0.0,25.077,0.058,normal operation,0,0
8.9,24.944,0.0243,normal operation,0,0
12.8,24.923,0.0559,normal operation,0,0
6.9,24.589,0.0205,normal operation,0,0
0.0,24.609,0.0323,normal operation,0,0
3.4,24.785,0.0308,normal operation,0,0
2.2,24.609,0.0308,normal operation,0,0
0.0,24.949,0.014,normal operation,0,0
0.0,24.884,0.0076,normal operation,0,0
3.6,24.935,0.0284,normal operation,0,0
0.0,24.669,0.0599,normal operation,0,0
0.8,24.715,0.0207,normal operation,0,0
0.8,24.646,0.0521,normal operation,0,0
4.9,24.735,0.0568,normal operation,0,0
11.8,25.01,0.0149,normal operation,0,0
7.8,24.925,0.0446,normal operation,0,0
10.8,24.742,0.05,normal operation,0,0
4.0,24.7,0.0179,normal operation,0,0
20.0,24.824,0.0119,normal operation,0,0
7.4,24.951,0.0226,normal operation,0,0
9.3,24.664,0.0277,normal operation,0,0
8.6,24.775,0.0227,normal operation,0,0
2.3,24.934,0.0389,normal operation,0,0
4.1,24.964,0.0242,normal operation,0,0
11.6,25.024,0.0219,normal operation,0,0
4.5,24.902,0.0477,normal operation,0,0
1.7,25.228,0.0451,normal operation,0,0
1.1,24.768,0.0392,normal operation,0,0
0.0,24.831,0.0348,normal operation,0,0
0.0,24.896,0.0331,normal operation,0,0
0.0,24.895,0.0511,normal operation,0,0
13.0,24.817,0.0575,normal operation,0,0
7.4,24.662,0.048,normal operation,0,0
5.3,24.957,0.0322,normal operation,0,0
2.2,24.718,0.005,normal operation,0,0
12.0,25.032,0.0356,normal operation,0,0
8.0,24.786,0.0216,normal operation,0,0
0.0,25.017,0.0581,normal operation,0,0
12.0,25.057,0.0608,normal operation,0,0
0.0,24.901,0.005,normal operation,0,0
0.0,24.759,0.0502,normal operation,0,0
0.0,25.027,0.0352,normal operation,0,0
9.9,24.62,0.03,normal operation,0,0
2.6,25.021,0.0353,normal operation,0,0
1.8,24.752,0.0295,normal operation,0,0
15.5,24.748,0.053,normal operation,0,0
1.1,24.911,0.0335,normal operation,0,0
10.6,24.702,0.0312,normal operation,0,0
2.4,24.882,0.0517,normal operation,0,0
7.9,24.932,0.0561,normal operation,0,0
4.4,24.566,0.023,normal operation,0,0
9.5,24.869,0.0345,normal operation,0,0
18.4,24.857,0.0161,normal operation,0,0
5.3,24.697,0.0648,normal operation,0,0
11.0,24.737,0.0191,normal operation,0,0
6.5,25.073,0.037,normal operation,0,0
5.7,24.856,0.0307,normal operation,0,0
0.0,24.946,0.0158,normal operation,0,0
5.8,24.896,0.0414,normal operation,0,0
9.3,24.895,0.0147,normal operation,0,0
0.0,24.94,0.0066,normal operation,0,0
0.1,24.972,0.0412,normal operation,0,0
13.7,24.859,0.0271,normal operation,0,0
4.1,24.97,0.0411,normal operation,0,0
17.5,24.966,0.0434,normal operation,0,0
0.0,24.811,0.0389,normal operation,0,0
11.8,24.996,0.0269,normal operation,0,0
10.8,24.97,0.035,normal operation,0,0
4.7,25.02,0.0337,normal operation,0,0
0.0,24.76,0.0293,normal operation,0,0
9.9,24.969,0.0198,normal operation,0,0
4.9,24.888,0.0284,normal operation,0,0
0.0,25.178,0.005,normal operation,0,0
5.9,24.838,0.0291,normal operation,0,0
16.9,24.811,0.0441,normal operation,0,0
10.5,25.028,0.0277,normal operation,0,0
2.0,24.714,0.0159,normal operation,0,0
0.0,24.859,0.0471,normal operation,0,0
0.0,24.763,0.0253,normal operation,0,0
0.0,24.83,0.0377,normal operation,0,0
9.2,24.742,0.0551,normal operation,0,0
6.1,24.705,0.0266,normal operation,0,0
0.0,24.917,0.042,normal operation,0,0
0.0,24.912,0.0373,normal operation,0,0
8.1,24.81,0.022,normal operation,0,0
0.0,24.986,0.0412,normal operation,0,0
0.0,24.843,0.047,normal operation,0,0
8.4,24.899,0.0202,normal operation,0,0
0.0,24.942,0.0279,normal operation,0,0
14.8,24.893,0.0497,normal operation,0,0
0.0,24.554,0.0718,normal operation,0,0
2.9,24.718,0.0383,normal operation,0,0
0.0,24.8,0.0291,normal operation,0,0
0.0,24.786,0.0385,normal operation,0,0
4.8,24.647,0.0382,normal operation,0,0
0.3,24.8,0.0218,normal operation,0,0
10.3,24.971,0.0473,normal operation,0,0
0.0,24.848,0.0497,normal operation,0,0
6.5,24.801,0.0378,normal operation,0,0
3.5,24.815,0.0274,normal operation,0,0
0.0,24.97,0.0384,normal operation,0,0
5.5,24.877,0.031,normal operation,0,0
11.8,24.725,0.0414,normal operation,0,0
4.1,24.745,0.0417,normal operation,0,0
3.2,24.805,0.041,normal operation,0,0
12.3,24.732,0.0268,normal operation,0,0
0.0,24.977,0.056,normal operation,0,0
0.0,24.845,0.0342,normal operation,0,0
0.0,24.973,0.0335,normal operation,0,0
0.0,24.958,0.0578,normal operation,0,0
0.0,24.818,0.0544,normal operation,0,0
0.0,24.962,0.029,normal operation,0,0
2.1,25.047,0.0252,normal operation,0,0
10.2,24.713,0.0362,normal operation,0,0
0.0,24.987,0.0405,normal operation,0,0
3.7,24.923,0.0292,normal operation,0,0
0.9,24.691,0.0412,normal operation,0,0
11.6,24.857,0.0695,normal operation,0,0
1.4,25.051,0.0343,normal operation,0,0
0.0,25.27,0.0416,normal operation,0,0
0.0,25.049,0.0241,normal operation,0,0
1.6,24.939,0.0169,normal operation,0,0
10.0,24.529,0.0311,normal operation,0,0
10.0,24.766,0.005,normal operation,0,0
10.9,24.65,0.014,normal operation,0,0
4.4,24.935,0.0366,normal operation,0,0
12.0,24.854,0.063,normal operation,0,0
12.7,25.033,0.0468,normal operation,0,0
4.1,24.907,0.0283,normal operation,0,0
13.9,25.039,0.0235,normal operation,0,0
0.0,24.568,0.0646,normal operation,0,0
0.0,24.833,0.036,normal operation,0,0
1.7,25.154,0.0197,normal operation,0,0
0.0,25.079,0.0426,normal operation,0,0
19.5,24.794,0.0247,normal operation,0,0
0.5,25.026,0.0753,normal operation,0,0
7.1,24.731,0.0224,normal operation,0,0
7.8,24.817,0.0352,normal operation,0,0
7.9,24.788,0.0214,normal operation,0,0
8.8,24.881,0.0184,normal operation,0,0
11.5,24.784,0.015,normal operation,0,0
1.5,24.817,0.0347,normal operation,0,0
0.0,24.845,0.0136,normal operation,0,0
0.0,24.824,0.0248,normal operation,0,0
8.5,24.908,0.0279,normal operation,0,0
7.9,24.845,0.0426,normal operation,0,0
6.8,24.922,0.0256,normal operation,0,0
6.0,24.704,0.0322,normal operation,0,0
13.7,24.636,0.0319,normal operation,0,0
11.2,24.731,0.033,normal operation,0,0
13.6,24.773,0.0463,normal operation,0,0
6.7,24.82,0.0447,normal operation,0,0
0.4,24.892,0.0448,normal operation,0,0
6.7,24.93,0.0608,normal operation,0,0
2.6,24.725,0.0483,normal operation,0,0
22.5,24.416,0.0529,normal operation,0,0
12.6,24.823,0.0238,normal operation,0,0
0.0,24.793,0.034,normal operation,0,0
3.5,24.895,0.0635,normal operation,0,0
2.4,24.782,0.0342,normal operation,0,0
15.4,25.004,0.0409,normal operation,0,0
0.0,24.662,0.0437,normal operation,0,0
7.8,24.918,0.0198,normal operation,0,0
0.0,24.948,0.0291,normal operation,0,0
11.6,24.703,0.0494,normal operation,0,0
6.6,24.808,0.0262,normal operation,0,0
3.3,24.848,0.005,normal operation,0,0
2.9,24.877,0.0455,normal operation,0,0
0.0,24.724,0.0411,normal operation,0,0
4.2,24.892,0.0489,normal operation,0,0
0.0,24.653,0.03,normal operation,0,0
6.4,24.769,0.0177,normal operation,0,0
4.8,24.885,0.0285,normal operation,0,0
6.8,24.873,0.0173,normal operation,0,0
15.5,24.85,0.0764,normal operation,0,0
0.2,24.704,0.0126,normal operation,0,0
5.7,25.009,0.0384,normal operation,0,0
12.3,24.953,0.0363,normal operation,0,0
0.0,24.762,0.0372,normal operation,0,0
0.0,24.765,0.0596,normal operation,0,0
13.3,24.942,0.0736,normal operation,0,0
10.7,24.513,0.0524,normal operation,0,0
1.8,24.762,0.0475,normal operation,0,0
0.0,25.019,0.0477,normal operation,0,0
10.2,24.78,0.0315,normal operation,0,0
14.9,24.78,0.0161,normal operation,0,0
2.3,24.868,0.0503,normal operation,0,0
0.0,25.011,0.0562,normal operation,0,0
6.8,24.67,0.0339,normal operation,0,0
2.0,24.868,0.0275,normal operation,0,0
7.0,24.968,0.0336,normal operation,0,0
1.7,24.82,0.0257,normal operation,0,0
19.3,24.657,0.0538,normal operation,0,0
8.8,24.83,0.0406,normal operation,0,0
0.0,24.898,0.0308,normal operation,0,0
0.0,25.076,0.0198,normal operation,0,0
2.9,24.907,0.0148,normal operation,0,0
12.4,24.451,0.0412,normal operation,0,0
3.1,24.851,0.0277,normal operation,0,0
0.0,24.758,0.0341,normal operation,0,0
12.6,24.888,0.0248,normal operation,0,0
10.7,24.735,0.0212,normal operation,0,0
21.9,24.873,0.0441,normal operation,0,0
1.6,24.923,0.0455,normal operation,0,0
1.6,24.908,0.0318,normal operation,0,0
16.0,24.801,0.0159,normal operation,0,0
0.0,25.032,0.0624,normal operation,0,0
0.0,24.821,0.0363,normal operation,0,0
9.6,25.003,0.0347,normal operation,0,0
10.3,24.847,0.0248,normal operation,0,0
0.0,24.767,0.0471,normal operation,0,0
8.9,24.916,0.0449,normal operation,0,0
0.1,24.87,0.0557,normal operation,0,0
0.0,24.681,0.0263,normal operation,0,0
1.4,24.883,0.0734,normal operation,0,0
0.0,24.952,0.0163,normal operation,0,0
0.0,24.92,0.0482,normal operation,0,0
2.0,25.001,0.0374,normal operation,0,0
0.0,24.903,0.0697,normal operation,0,0
4.8,25.246,0.0225,normal operation,0,0
4.1,24.811,0.0308,normal operation,0,0
9.5,24.94,0.0107,normal operation,0,0
10.6,24.583,0.0425,normal operation,0,0
15.8,24.866,0.0362,normal operation,0,0
0.0,24.831,0.0575,normal operation,0,0
0.0,24.697,0.0437,normal operation,0,0
9.1,24.895,0.0419,normal operation,0,0
0.0,24.71,0.013,normal operation,0,0
21.1,24.916,0.0372,normal operation,0,0
0.3,24.7,0.0384,normal operation,0,0
2.5,25.016,0.0261,normal operation,0,0
13.9,24.744,0.0766,normal operation,0,0
0.0,24.699,0.0316,normal operation,0,0
4.5,24.955,0.0606,normal operation,0,0
19.2,24.957,0.0319,normal operation,0,0
15.6,24.878,0.0477,normal operation,0,0
16.3,24.835,0.044,normal operation,0,0
13.5,24.63,0.0451,normal operation,0,0
16.0,24.979,0.0604,normal operation,0,0
8.2,24.637,0.0389,normal operation,0,0
0.0,25.004,0.0202,normal operation,0,0
0.0,25.033,0.0474,normal operation,0,0
16.1,24.837,0.0296,normal operation,0,0
2.4,24.668,0.026,normal operation,0,0
0.0,24.841,0.005,normal operation,0,0
10.9,25.125,0.0378,normal operation,0,0
4.3,24.559,0.0303,normal operation,0,0
5.4,24.842,0.0447,normal operation,0,0
1.5,24.891,0.0445,normal operation,0,0
16.5,24.823,0.0457,normal operation,0,0
13.8,24.691,0.0488,normal operation,0,0
3.4,25.121,0.0324,normal operation,0,0
8.0,24.763,0.058,normal operation,0,0
0.0,24.802,0.0273,normal operation,0,0
8.5,24.824,0.0267,normal operation,0,0
4.4,24.837,0.0316,normal operation,0,0
2.5,24.84,0.0132,normal operation,0,0
5.5,25.232,0.0277,normal operation,0,0
4.1,24.703,0.035,normal operation,0,0
1.1,24.948,0.0296,normal operation,0,0
10.1,24.976,0.0376,normal operation,0,0
0.0,25.03,0.0411,normal operation,0,0
6.3,24.838,0.0349,normal operation,0,0
0.0,24.658,0.0435,normal operation,0,0
20.7,24.674,0.0331,normal operation,0,0
16.7,24.939,0.0482,normal operation,0,0
0.0,25.049,0.0485,normal operation,0,0
0.0,24.734,0.0748,normal operation,0,0
20.4,24.599,0.0485,normal operation,0,0
6.1,24.862,0.0209,normal operation,0,0
3.6,24.653,0.0222,normal operation,0,0
1.1,24.894,0.0266,normal operation,0,0
15.5,24.911,0.026,normal operation,0,0
5.2,25.068,0.0277,normal operation,0,0
0.0,24.837,0.0547,normal operation,0,0
0.0,24.732,0.0205,normal operation,0,0
9.3,24.567,0.0192,normal operation,0,0
0.0,24.482,0.0091,normal operation,0,0
19.6,24.959,0.0428,normal operation,0,0
1.3,24.833,0.0517,normal operation,0,0
9.5,24.748,0.0163,normal operation,0,0
3.5,24.98,0.0421,normal operation,0,0
9.6,24.936,0.0142,normal operation,0,0
4.8,24.859,0.0426,normal operation,0,0
7.9,25.018,0.0442,normal operation,0,0
16.0,24.865,0.0269,normal operation,0,0
13.1,24.959,0.049,normal operation,0,0
0.7,25.085,0.0453,normal operation,0,0
8.7,24.657,0.0283,normal operation,0,0
10.3,24.731,0.0353,normal operation,0,0
0.0,24.783,0.029,normal operation,0,0
11.6,25.071,0.0132,normal operation,0,0
8.5,24.75,0.0225,normal operation,0,0
2.9,25.117,0.0513,normal operation,0,0
0.0,25.066,0.0199,normal operation,0,0
3.4,24.784,0.0481,normal operation,0,0
11.0,24.611,0.0402,normal operation,0,0
2.3,24.983,0.0233,normal operation,0,0
0.0,24.754,0.0419,normal operation,0,0
8.1,24.531,0.0434,normal operation,0,0
0.0,24.706,0.0375,normal operation,0,0
15.2,24.823,0.058,normal operation,0,0
0.1,25.068,0.0275,normal operation,0,0
8.3,24.848,0.0504,normal operation,0,0
2.9,24.563,0.0334,normal operation,0,0
11.3,25.073,0.0453,normal operation,0,0
5.0,24.975,0.0498,normal operation,0,0
13.1,25.08,0.0495,normal operation,0,0
9.2,25.033,0.0613,normal operation,0,0
11.9,25.06,0.035,normal operation,0,0
31.2,24.918,0.0458,normal operation,0,0
0.0,25.082,0.0382,normal operation,0,0
12.1,24.938,0.0776,normal operation,0,0
0.0,24.791,0.037,normal operation,0,0
0.0,24.864,0.0476,normal operation,0,0
13.4,24.61,0.0136,normal operation,0,0
21.0,24.783,0.0236,normal operation,0,0
0.2,24.737,0.0104,normal operation,0,0
12.4,24.851,0.0207,normal operation,0,0
11.0,24.802,0.0249,normal operation,0,0
0.0,25.002,0.0107,normal operation,0,0
5.8,24.879,0.0564,normal operation,0,0
6.5,24.836,0.0063,normal operation,0,0
4.8,24.908,0.005,normal operation,0,0
18.1,24.715,0.0601,normal operation,0,0
0.0,24.736,0.0316,normal operation,0,0
4.8,24.808,0.025,normal operation,0,0
0.0,24.833,0.0558,normal operation,0,0
10.4,24.913,0.005,normal operation,0,0
5.6,24.646,0.0349,normal operation,0,0
10.6,25.029,0.0399,normal operation,0,0
3.9,24.644,0.0282,normal operation,0,0
3.9,24.797,0.0514,normal operation,0,0
18.9,24.769,0.0207,normal operation,0,0
10.0,25.036,0.0656,normal operation,0,0
1.7,24.734,0.03,normal operation,0,0
7.1,24.928,0.005,normal operation,0,0
16.0,24.746,0.0341,normal operation,0,0
2.8,24.764,0.0329,normal operation,0,0
5.2,24.701,0.0179,normal operation,0,0
11.0,24.931,0.0264,normal operation,0,0
0.0,25.0,0.038,normal operation,0,0
13.8,24.886,0.0464,normal operation,0,0
9.1,24.71,0.0329,normal operation,0,0
0.0,25.002,0.0366,normal operation,0,0
0.0,24.865,0.0444,normal operation,0,0
0.0,24.886,0.0511,normal operation,0,0
4.7,24.646,0.0392,normal operation,0,0
10.9,24.719,0.0103,normal operation,0,0
8.8,25.062,0.0257,normal operation,0,0
0.0,24.689,0.0368,normal operation,0,0
7.5,25.031,0.038,normal operation,0,0
0.0,24.905,0.044,normal operation,0,0
5.2,24.945,0.0417,normal operation,0,0
21.4,24.769,0.0433,normal operation,0,0
13.3,24.927,0.0526,normal operation,0,0
15.4,24.775,0.0678,normal operation,0,0
22.0,24.957,0.0596,normal operation,0,0
0.9,24.983,0.0363,normal operation,0,0
9.7,24.835,0.023,normal operation,0,0
6.9,24.753,0.0236,normal operation,0,0
6.1,24.807,0.0224,normal operation,0,0
10.4,24.825,0.033,normal operation,0,0
13.4,24.886,0.0451,normal operation,0,0
3.2,24.809,0.038,normal operation,0,0
6.5,24.829,0.0489,normal operation,0,0
0.0,24.962,0.0457,normal operation,0,0
0.0,24.998,0.016,normal operation,0,0
3.7,24.572,0.0509,normal operation,0,0
11.2,24.815,0.005,normal operation,0,0
7.7,24.8,0.0284,normal operation,0,0
9.8,24.853,0.0504,normal operation,0,0
7.3,25.092,0.0662,normal operation,0,0
5.1,24.897,0.0231,normal operation,0,0
7.0,24.89,0.0106,normal operation,0,0
1.4,24.839,0.0339,normal operation,0,0
0.0,25.01,0.0195,normal operation,0,0
2.8,24.949,0.005,normal operation,0,0
2.9,24.704,0.0312,normal operation,0,0
7.5,24.843,0.0518,normal operation,0,0
23.7,24.885,0.0336,normal operation,0,0
20.6,24.663,0.0166,normal operation,0,0
5.3,24.946,0.0291,normal operation,0,0
20.4,24.7,0.0617,normal operation,0,0
0.0,24.934,0.0509,normal operation,0,0
0.0,24.851,0.0574,normal operation,0,0
11.7,24.91,0.0842,normal operation,0,0
0.0,25.023,0.0359,normal operation,0,0
12.2,24.612,0.0663,normal operation,0,0
5.2,24.909,0.056,normal operation,0,0
11.1,24.875,0.005,normal operation,0,0
6.0,24.835,0.0481,normal operation,0,0
0.0,24.611,0.0236,normal operation,0,0
7.9,24.881,0.0402,normal operation,0,0
14.0,24.687,0.0368,normal operation,0,0
0.0,24.997,0.0322,normal operation,0,0
0.0,24.862,0.0434,normal operation,0,0
6.6,24.753,0.0443,normal operation,0,0
0.0,25.004,0.0201,normal operation,0,0
10.5,25.077,0.055,normal operation,0,0
20.0,24.745,0.03,normal operation,0,0
10.7,24.882,0.0362,normal operation,0,0
0.0,24.999,0.0197,normal operation,0,0
4.4,24.646,0.0188,normal operation,0,0
0.0,25.06,0.0337,normal operation,0,0
2.6,24.939,0.0332,normal operation,0,0
11.3,25.002,0.005,normal operation,0,0
16.0,24.695,0.0319,normal operation,0,0
0.0,24.901,0.0191,normal operation,0,0
3.9,25.222,0.0192,normal operation,0,0
0.6,24.948,0.0443,normal operation,0,0
8.8,25.049,0.0329,normal operation,0,0
0.0,24.936,0.027,normal operation,0,0
14.7,24.639,0.0298,normal operation,0,0
2.0,24.669,0.037,normal operation,0,0
3.8,24.779,0.0776,normal operation,0,0
5.9,24.85,0.0256,normal operation,0,0
4.2,25.151,0.016,normal operation,0,0
0.0,24.784,0.0367,normal operation,0,0
10.2,24.82,0.0147,normal operation,0,0
11.5,24.71,0.0487,normal operation,0,0
5.6,25.078,0.0201,normal operation,0,0
9.9,25.028,0.058,normal operation,0,0
0.4,24.98,0.0449,normal operation,0,0
0.0,24.881,0.0426,normal operation,0,0
2.4,25.013,0.021,normal operation,0,0
2.3,24.87,0.0339,normal operation,0,0
13.8,24.643,0.0114,normal operation,0,0
0.0,24.814,0.0399,normal operation,0,0
10.3,24.943,0.0248,normal operation,0,0
16.8,25.066,0.0461,normal operation,0,0
4.3,24.752,0.0175,normal operation,0,0
